Data
"šÊÊ’ŠŠÊj
1   17   32   5   14   12   20   18   25   44   22   2   18   28   28   29   1   29   16   -14   26   36   20   20   22   36   24   16   19   33   16   17   
23   11   10   35   48   25   11   6   39   21   13   14   40   -3   17   18   17   -7   12   20   18   20   -8   25   25   -4   23   31   22   21   13   10   
0   24   0   17   36   43   37   -12   7   48   24   -1   10   25   5   5   20   13   12   9   -1   34   27   16   1   34   32   16   18   46   21   13   
18   13   22   16   18   13   28   11   44   -11   -7   21   37   -7   22   18   20   2   -3   19   37   2   17   21   22   15   27   -11   44   3   28   7   
4   32   30   16   33   24   15   1   23   25   31   17   29   43   27   0   31   2   13   -4   14   26   20   3   3   29   -6   5   17   32   7   11   
25   2   9   3   20   20   11   10   27   26   14   36   12   11   1   26   22   10   21   10   -1   17   -6   51   20   6   23   35   9   3   -3   34   
-8   11   38   -7   3   26   30   4   -1   8   14   11   14   2   15   18   7   24   22   5   34   28   22   2   10   15   12   6   11   10   34   8   
7   21   21   34   6   -25   7   42   -1   3   14   37   3   24   16   28   11   15   11   10   11   20   0   27   5   9   8   17   -3   4   13   19   
7   6   10   0   0   -3   25   8   20   -2   42   0   -11   -7   2   26   13   17   42   15   5   2   37   7   19   -12   27   -31   -2   1   33   11   
-10   -6   -2   10   5   22   27   38   -13   2   15   12   4   3   27   26   -2   7   2   19   -10   -11   10   27   24   8   16   19   14   8   19   27   
22   24   24   6   -7   4   0   4   23   2   25   6   16   18   11   -21   16   21   5   -15   -1   14   -5   9   17   23   35   -5   13   -12   5   5   
4   -2   -11   30   7   19   4   31   10   30   12   19   -6   20   -18   2   -1   16   0   15   -4   37   -2   24   4   13   1   30   10   12   6   4   
24   -15   16   -10   17   6   31   8   27   16   11   -6   19   24   24   6   1   -1   18   11   29   13   15   -1   10   19   18   15   35   0   21   -8   
7   -6   -7   31   6   19   10   13   10   15   -2   3   15   18   15   19   5   21   6   5   8   18   1   17   5   16   -9   38   -15   17   -2   20   
17   17   5   -3   15   6   21   16   26   11   39   0   16   23   34   14   12   6   33   -4   20   8   25   -4   14   22   41   -5   3   31   3   6   
-4   1   12   23   -13   19   7   19   -7   22   -15   8   10   33   19   26   1   6   10   26   -1   21   8   23   11   11   27   10   -8   9   9   31   
9   7   -1   1   20   0   13   19   19   11   10   3   9   16   20   3   2   1   2   9   1   0   -15   0   15   17   14   6   24   20   15   -1   
-16333   21   12   20   -4   14   8   21   1   13   13   15   14   4   3   4   -13   18   2   35   3   9   -9   3   6   26   18   22   -7   13   18   8   
0   -15   18   26   14   27   35   13   13   7   16   0   16   9   11   4   7   0   7   -6   18   16   -8   28   22   22   0   6   33   13   -2   11   
-7   9   20   11   -7   40   14   -13   7   15   -12   20   9   19   4   -13   -11   25   25   -15   17   16   19   8   -2   0   13   9   7   11   -3   16   
17   7   -6   1   32   -3   24   0   23   33   13   6   24   -8   28   14   6   2   6   9   37   0   21   26   8   9   -1   -4   18   3   -5   33   
@"
"
23   0   1   26   13   28   13   45   40   22   23   22   23   4   14   4   18   11   6   10   3   -6   0   7   19   8   11   19   7   -3   -5   23   
5   14   35   25   23   20   24   12   13   4   46   2   32   22   17   18   16   15   17   0   15   11   20   -8   21   30   16   3   7   9   27   8   
22   25   25   16   32   -4   12   10   27   36   34   32   28   12   18   23   20   11   -1   15   27   17   17   7   9   8   14   27   39   17   21   14   
2   18   30   2   15   17   13   18   13   32   20   5   8   31   23   21   -13   20   20   -9   20   32   18   27   16   37   20   18   13   29   12   18   
26   2   12   34   40   25   17   -1   41   13   20   17   41   -9   20   16   21   -8   13   19   13   12   -9   14   30   -1   16   35   19   18   20   11   
5   21   -4   19   24   39   32   -3   14   44   21   4   6   25   0   9   12   16   16   14   -3   31   22   20   -6   36   33   11   13   47   20   16   
11   11   23   16   15   5   28   9   44   -10   -9   17   38   -3   21   11   19   -2   -2   14   30   -2   22   19   28   14   31   -12   47   8   26   -2   
-2   33   31   18   25   17   12   1   11   25   21   19   23   41   21   3   20   2   7   0   10   27   21   11   4   24   -8   8   10   31   5   13   
25   1   10   5   19   18   22   11   31   20   9   35   13   4   5   26   16   1   10   3   -2   1   -5   44   21   -2   23   31   19   -2   4   27   
-14   9   31   -2   0   33   31   6   -13   8   16   14   8   4   1   15   -3   23   17   8   33   24   24   -1   4   10   10   12   8   5   37   11   
0   14   20   35   4   -28   18   49   -4   6   21   33   12   26   16   28   15   10   11   5   -2   22   3   29   3   1   15   18   -5   -1   6   10   
0   9   13   -6   -5   -1   20   -4   12   -1   39   -5   -19   -2   1   31   0   16   31   15   -6   6   28   10   16   -9   19   -31   -2   2   35   5   
-19   -6   1   15   1   20   34   32   -7   -2   13   15   2   7   22   37   -3   9   -2   22   -15   -6   6   33   23   13   17   23   15   8   17   23   
29   24   23   7   -6   0   5   2   24   0   22   9   17   18   14   -21   14   20   12   -9   -5   12   2   0   19   28   30   -13   18   -18   6   5   
2   -5   -7   29   6   19   0   27   18   33   7   20   -6   20   -21   4   -3   21   -4   18   -8   41   -4   20   3   12   -7   33   15   20   6   8   
25   -9   19   -13   26   9   29   3   28   12   15   -5   24   16   25   3   5   4   23   11   28   5   12   -9   9   17   22   18   34   10   21   -14   
8   3   -2   37   1   24   18   12   14   20   -1   12   22   12   7   26   4   29   14   12   13   15   5   20   10   27   -16   39   -16   16   -2   22   
5   18   12   -5   5   5   24   13   18   1   39   -3   19   27   41   7   16   7   30   -3   22   10   28   1   17   20   39   -8   4   27   3   11   
1   5   9   23   -3   18   3   24   -1   28   -10   11   16   32   20   25   8   4   11   27   -2   22   16   26   2   17   26   14   -3   17   11   29   
11   5   -1   4   18   5   17   25   24   10   12   5   9   18   16   8   0   4   3   12   8   -2   -6   4   16   17   18   11   28   27   11   7   
-16329   20   14   25   -6   17   15   18   0   13   9   9   13   13   7   12   -11   22   1   30   7   8   -2   -2   6   35   15   14   -15   20   20   4   
0   -5   24   22   20   26   32   18   18   9   19   6   12   18   18   2   7   5   13   4   23   20   -5   32   27   21   5   11   34   9   -1   11   
-3   4   11   15   -6   45   18   -13   5   19   -12   16   14   29   10   -19   -11   28   26   -16   14   22   13   13   -3   10   20   17   8   9   0   14   
25   10   -1   0   43   -9   21   11   21   29   18   10   21   -11   29   17   10   6   9   9   40   5   22   18   16   10   4   -9   20   1   -6   34   
@"
"
22   4   4   22   16   29   8   43   40   20   25   29   19   18   18   8   15   16   2   8   14   1   -3   10   20   15   6   19   7   -3   -4   14   
6   23   29   19   17   18   30   8   10   0   39   5   38   19   15   24   17   17   24   3   22   10   25   -3   22   24   15   6   13   12   30   7   
24   25   23   13   32   4   18   -1   28   39   26   25   24   12   19   19   22   7   0   9   25   20   22   -2   17   14   20   18   35   20   21   5   
2   12   32   3   17   13   12   22   15   24   16   9   18   21   26   23   -13   24   23   0   18   27   21   26   19   31   27   17   18   31   10   24   
29   5   13   29   40   22   24   -9   37   12   26   16   39   -5   15   14   18   -5   17   17   13   17   -7   11   29   1   13   23   17   20   29   14   
6   30   2   16   31   33   25   7   21   44   17   7   11   19   4   11   10   21   20   17   7   24   22   25   -3   36   34   12   16   43   21   15   
10   8   30   18   17   3   26   17   39   -2   -4   17   36   8   25   12   21   3   1   16   34   -1   18   24   23   13   35   -5   35   11   25   2   
3   24   34   18   32   23   15   1   8   31   25   26   24   38   17   4   24   4   6   8   18   24   20   -1   14   20   -15   15   18   24   10   16   
22   2   20   5   17   22   28   12   23   21   6   38   7   6   4   26   10   7   15   4   -10   9   1   46   22   -3   31   28   28   3   5   31   
-10   2   26   2   6   35   32   3   -4   6   17   14   18   4   -5   14   -3   19   13   6   38   20   25   1   8   8   17   14   12   0   32   20   
-5   10   32   30   4   -24   17   42   1   12   24   38   8   24   23   24   21   13   15   9   3   25   10   33   -2   5   13   21   0   2   12   10   
3   5   12   3   1   -1   20   1   10   6   37   -1   -13   7   5   35   12   14   27   19   -2   11   28   13   26   -7   16   -19   9   -4   37   8   
-12   0   13   17   -1   17   29   38   -6   0   17   15   2   8   27   38   2   13   11   27   -13   -9   3   37   27   17   19   28   20   13   25   29   
31   23   29   7   -3   0   8   11   30   3   31   8   18   24   17   -15   21   17   13   -7   0   13   8   6   24   34   30   -9   28   -12   7   15   
10   -7   -4   25   11   12   3   34   18   28   10   21   -2   14   -15   4   -9   11   -5   20   -7   36   0   21   7   16   -7   40   24   16   8   12   
28   4   25   -8   29   9   34   13   28   16   13   -3   19   17   28   4   8   -3   27   18   34   9   9   0   12   29   20   31   35   18   18   -12   
2   3   7   35   18   25   13   16   14   16   3   9   21   15   9   26   10   26   21   4   16   11   10   22   7   25   -11   41   -9   12   0   25   
-5   16   17   7   0   2   20   14   7   3   36   -2   12   29   38   6   10   2   36   10   20   8   28   10   18   23   39   6   8   24   5   17   
11   2   10   27   3   14   7   22   -3   25   -12   20   20   25   13   18   16   1   10   27   3   24   7   27   17   6   21   10   8   8   15   25   
14   3   2   8   18   1   21   22   23   23   19   11   8   19   15   4   -7   7   1   7   4   -1   -2   -2   15   15   15   6   27   21   18   6   
6   20   10   25   -13   15   17   15   -9   17   4   6   11   3   1   16   -10   22   6   25   14   5   9   6   8   28   11   10   -12   15   27   -2   
-9   0   29   18   17   18   36   14   11   7   14   8   4   14   26   0   7   -5   18   5   23   9   -7   21   22   19   7   10   36   16   15   3   
-10   3   5   5   0   38   11   -19   -2   19   -7   12   9   23   12   -17   -8   33   19   -17   14   21   13   11   -8   7   9   17   0   0   2   12   
20   4   -1   -14   47   -3   19   11   22   24   16   4   10   -16   21   11   6   5   3   8   33   7   20   18   16   9   -1   -14   23   2   -3   27   
@"
"
20   9   2   22   13   32   2   53   37   20   31   22   17   16   22   7   21   16   -1   3   0   2   -7   13   17   10   6   16   14   -9   -3   12   
9   22   28   17   21   14   28   3   9   -10   32   0   37   13   16   17   7   16   22   5   29   11   26   -3   20   22   15   -3   10   3   33   5   
24   18   19   8   27   8   16   4   25   42   21   30   20   18   13   11   28   1   -4   4   23   22   18   -6   13   9   15   16   36   21   28   3   
0   5   42   3   13   13   15   23   12   23   20   10   18   17   27   17   -17   20   23   -2   18   23   12   16   32   28   26   11   13   31   9   20   
31   9   17   18   29   17   25   -4   30   17   18   8   30   -9   8   17   16   -8   19   7   7   23   -6   13   27   0   10   24   12   25   25   11   
6   24   -5   16   33   28   30   6   30   30   12   6   5   19   6   4   7   24   19   17   13   22   23   14   9   29   29   4   18   36   24   19   
4   10   23   14   12   7   18   20   34   -15   -1   10   34   9   27   4   13   6   3   11   36   -4   16   22   19   11   33   1   37   15   21   0   
11   14   37   11   35   21   11   -5   12   34   13   21   22   30   13   0   31   -2   0   11   15   15   27   -3   7   10   -9   17   22   18   7   8   
18   4   11   11   17   14   25   16   12   19   6   30   5   8   -1   19   7   6   9   8   -15   7   -7   44   23   -9   31   29   25   6   -3   30   
-9   -7   21   -1   10   25   26   5   -1   -3   16   11   15   7   -11   3   -3   11   12   10   37   10   20   7   12   -5   22   16   11   -6   30   14   
-3   8   25   19   0   -23   12   35   0   14   21   35   -4   27   15   20   19   12   9   10   -4   25   0   33   -1   0   0   21   -2   -1   5   12   
4   -3   15   4   5   0   17   -3   14   -3   42   -7   -10   5   0   25   12   5   29   11   -4   11   27   12   21   -3   12   -18   12   -6   37   7   
-12   -2   14   11   1   18   17   25   -10   -2   6   17   3   1   24   36   3   12   9   25   -18   -13   3   32   23   13   14   28   8   14   17   27   
29   22   32   12   -5   -10   9   13   25   3   19   11   12   14   19   -11   22   18   17   -2   3   10   10   16   16   33   32   -6   26   -13   -2   10   
3   -7   -8   26   12   3   7   32   17   21   10   18   -6   4   -14   3   -9   15   -2   22   -12   44   12   20   3   18   -6   37   21   21   10   9   
22   3   28   -7   27   9   26   17   24   9   9   5   23   17   31   10   9   -3   22   22   38   3   7   0   6   26   24   23   36   12   14   -13   
4   3   7   23   13   23   16   12   8   19   8   7   17   15   17   20   7   21   21   4   3   14   13   24   0   26   -4   43   -19   9   -2   19   
1   7   19   3   -3   -1   30   15   2   0   27   3   12   15   32   5   8   -2   38   11   17   0   32   11   22   14   39   15   6   20   14   18   
6   6   9   25   5   12   6   27   0   16   -4   21   12   32   17   18   9   0   5   32   -2   22   8   21   18   -1   25   5   11   6   20   33   
8   -8   1   16   27   -3   19   18   24   23   23   10   10   11   8   2   2   7   2   12   -2   -7   -3   -4   13   10   16   9   26   22   20   -6   
6   18   9   29   -8   16   20   14   -11   17   4   4   1   7   7   18   -8   24   4   20   4   0   9   3   3   23   14   11   -14   14   28   -1   
-7   -3   31   18   21   12   34   14   22   7   13   8   8   20   24   -9   13   -1   16   5   22   3   -8   18   28   10   9   12   33   17   10   5   
-6   5   10   5   0   37   11   -18   5   26   -11   16   7   26   12   -17   -13   36   22   -11   15   19   17   7   -7   12   0   19   3   12   -6   7   
13   1   -2   -18   47   -4   13   11   27   20   25   5   10   -15   13   8   5   16   -7   6   35   9   13   10   16   11   0   -19   22   3   8   12   
@"
"
28   1   -6   22   11   31   -4   50   41   18   27   18   19   18   10   12   25   17   -5   4   6   0   -16   15   22   6   9   13   5   0   -5   14   
9   24   27   19   24   6   33   -2   11   -4   32   0   30   9   12   7   5   15   22   -8   32   13   28   -3   20   24   20   -7   20   2   35   7   
25   19   17   5   38   15   11   5   23   45   20   34   16   24   13   9   22   13   -9   6   25   18   6   -6   12   14   10   19   36   13   27   7   
3   -1   41   2   14   17   18   17   17   21   31   10   21   14   23   14   -9   27   23   -8   30   20   13   15   34   28   21   8   12   36   12   14   
31   12   15   12   26   12   24   3   34   22   10   3   30   -9   6   20   17   -11   12   10   5   34   -3   16   25   -10   13   22   16   32   16   16   
0   30   -1   13   39   29   32   0   24   29   13   -1   16   28   7   -4   8   23   13   5   18   23   28   11   7   30   29   8   22   31   20   15   
7   18   31   13   15   7   11   21   35   -11   -5   11   36   6   21   9   14   6   0   12   40   -8   11   20   17   9   27   8   30   11   22   0   
10   20   41   8   42   32   14   -3   19   33   21   25   32   40   15   -10   36   -1   1   6   19   18   33   -10   8   15   -11   18   25   20   1   5   
23   7   8   1   20   16   21   9   16   15   17   31   5   9   -7   21   12   12   12   18   -6   19   -4   46   23   -7   30   31   20   7   -5   34   
-6   -13   31   -4   10   13   31   15   -2   -10   17   9   14   -3   -3   5   10   5   24   10   42   3   23   10   16   -3   25   15   10   -2   27   13   
-4   2   21   15   1   -25   5   33   1   8   15   45   -8   22   16   26   14   16   10   13   2   23   3   31   5   4   -3   17   0   -2   14   16   
5   -8   10   10   15   2   18   4   22   -5   37   4   3   2   0   20   13   -3   32   14   -3   9   26   12   24   -9   13   -14   11   -7   36   7   
-10   0   10   4   -2   13   22   22   -12   -3   10   11   -1   6   31   36   0   10   11   20   -21   -16   6   28   23   4   13   23   0   15   16   29   
26   24   35   14   -2   -4   15   20   33   3   26   8   9   12   24   -13   22   10   12   -6   12   3   13   27   12   25   38   -5   27   -13   -1   5   
0   -6   -9   25   13   -1   4   32   13   14   16   20   2   6   -11   5   -12   16   -3   17   -11   38   9   22   0   15   -1   40   22   14   10   8   
25   -4   30   -11   25   1   31   23   28   10   4   4   25   19   37   17   4   -8   24   18   43   -1   12   7   9   23   22   16   44   8   18   -5   
1   7   7   16   11   22   7   12   -2   16   11   5   16   19   23   23   3   13   20   -6   -8   19   12   20   -5   21   1   38   -26   18   -5   22   
10   3   19   0   -3   1   36   20   5   1   27   9   15   3   26   10   8   -10   47   18   17   -9   26   8   26   13   37   18   5   15   16   20   
0   10   15   26   4   16   11   28   2   22   -7   24   3   35   24   23   1   0   1   27   0   21   10   14   24   8   27   10   3   9   16   37   
9   -10   -1   19   33   -7   24   9   30   14   28   13   14   7   14   4   4   1   7   17   -5   -16   -5   -5   13   14   11   3   31   20   21   -9   
-4   21   11   21   -8   22   8   13   -12   15   8   9   -1   -3   12   16   -10   16   6   22   7   2   8   11   -1   18   18   14   -12   12   29   5   
-8   -16   35   22   23   5   27   15   17   -1   13   0   11   11   19   -6   10   -12   6   8   19   6   -8   13   28   2   4   9   31   13   12   2   
-11   10   19   0   -2   28   11   -16   3   27   -16   15   -1   24   8   -19   -17   34   23   -22   10   11   29   4   -5   11   -1   18   -3   13   -11   8   
13   -6   -6   -15   43   1   15   7   19   14   17   3   18   -20   6   -1   6   9   -11   7   33   1   14   15   9   11   1   -16   26   -3   13   12   
@"
"
22   -2   -5   23   2   28   1   48   30   28   29   3   16   6   11   5   29   19   -2   7   0   -11   -21   14   19   4   20   8   8   -1   -8   16   
8   16   25   19   25   7   30   -2   9   0   32   -8   24   6   16   6   5   20   9   -10   27   12   26   2   16   23   18   -16   21   5   32   11   
20   24   21   9   46   12   4   4   23   37   20   28   20   28   13   22   23   13   -12   -2   28   16   3   -10   9   14   7   26   40   14   24   9   
4   0   31   2   16   19   11   16   24   31   28   0   18   21   17   16   -7   34   17   -13   39   21   15   9   32   33   15   7   12   45   11   13   
34   19   9   12   21   15   19   8   40   16   6   1   32   -10   11   26   22   -11   6   12   14   30   -4   20   30   -11   13   20   15   40   11   14   
0   25   -9   13   30   39   37   -6   16   31   14   -3   22   32   4   -11   4   30   7   16   17   22   22   12   4   26   22   3   22   31   16   20   
6   16   27   8   14   10   18   15   39   -11   -2   8   34   0   14   9   13   1   0   5   37   -4   15   17   16   11   27   5   38   4   24   -5   
21   26   36   12   39   37   16   -6   24   23   13   21   30   40   18   -13   31   0   -11   5   15   20   31   0   5   26   -7   23   19   36   -10   4   
24   10   0   -4   28   18   23   11   26   19   17   25   15   7   -6   16   14   11   10   18   0   14   -4   32   16   -5   28   32   22   10   -6   33   
-2   -3   22   3   6   12   25   21   -6   -7   18   8   8   1   1   9   18   8   26   12   29   6   25   8   13   2   11   18   14   -1   31   11   
